Município;Situação;Âmbito;Valor do Contrato;Contratada;CNPJ da Contratada;Contratante;Ano do Contrato;Descrição da Obra
Rosana;Em execução  no prazo;MUNICIPAL;620783,71;FABIANO TORRES DOS SANTOS;13.545.212/000104;PREFEITURA MUNICIPAL DE ROSANA;2022;CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DOS SERVIÇOS DE CONSTRUÇÃO DE ÁREA DE CAMPING DO BALNEÁRIO MUNICIPAL DE ROSANA MUNICÍPIO DE ROSANA/SP CONFORME MEMORIAL DESCRITIVO PLANILHA DE QUANTIDADES E PREÇOS E CRONOGRAMA FÍSICOFINANCEIRO
Rosana;Em execução  no prazo;ESTADUAL;49783,84;FERNANDO FELIX TELES DE OLIVEIRA LTDA;18.481.916/000176;UNIVERSIDADE ESTADUAL PAULISTA"JULIO DE MESQUITA FILHO" / CAMPUS UNESP EXPERIMENTAL DE ROSANA;2020;EXECUÇÃO DE REFORMA E ADEQUAÇÃO DE SALA PARA ESTÚDIO DE GRAVAÇÃO IEP3
Rubiácea;Em execução  no prazo;MUNICIPAL;773130,15;NOROMIX CONCRETO S/A;10.558.895/000138;PREFEITURA MUNICIPAL DE RUBIÁCEA;2021;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO RAMO DE ENGENHARIA PARA EXECUÇÃO DE 10.687.79M² DE PAVIMENTAÇÃO ASFÁLTICA EM CBUQ COM ESPESSURA DE 3.00CM E 1.547.68 M DE GUIAS DE SARJETAS EM DIVERSAS RUAS DO MUNICÍPIO SENDO:  PAVIMENTAÇÃO ASFÁLTICA  1.1) BAIRRO CENTRO   1.1.1 AVENIDA SANTOS (ENTRE A RUA WASHINGTON LUIZ E AV. LAURA COSTA)                        ÁREA TOTAL 2.359.58M²   1.1.2 AVENIDA JULIO PRESTES (ENTRE A RUA EPITÁCIO PESSOA E RUA ALFREDO DE CASTILHO)                         ÁREA TOTAL  585.00M²   1.2) BAIRRO CARAMURU   1.2.1 RUA SEM NOME 2 (ENTRE A RUA NOVA E RUA TIBIRIÇÁ)                         ÁREA TOTAL  189.57M²     1.2.2   RUA SEM NOME 1  TRECHO 2 (ENTRE A RUA CHUÍ  E RUA NOVA)                        ÁREA TOTAL  177.67M²    1.2.3   RUA SEM NOME 1  TRECHO 1 (ENTRE A RUA NOVA E RUA TIBIRIÇÁ)                        ÁREA TOTAL  179.97M²     1.2.4  RUA ANTONIO F. DAMIÃO (ENTRE A RUA GENERAL OSÓRIO E RUA OSCAR RODRIGUES      ALVES) ÁREA TOTAL  3
Rubiácea;Em execução  no prazo;MUNICIPAL;759428,72;CONTATO TERRAPLANAGEM E PAVIMENTACAO LTDA;07.216.003/000106;PREFEITURA MUNICIPAL DE RUBIÁCEA;2020;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO RAMO DE ENGENHARIA PARA EXECUÇÃO DE 12.541.31M² DE PAVIMENTAÇÃO ASFÁLTICA EM CBUQ COM ESPESSURA DE 3.00CM E 4.049.40 M DE GUIAS DE SARJETAS EM DIVERSAS RUAS DO MUNICÍPIO
Rubiácea;Em execução  no prazo;MUNICIPAL;91899,61;DIAS ARACATUBA CONSTRUCOES E LOGISTICA LTDA;03.426.245/000173;PREFEITURA MUNICIPAL DE RUBIÁCEA;2020;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO RAMO DE ENGENHARIA PARA CONSTRUÇÃO/ EXECUÇÃO DE GALERIAS DE ÁGUAS PLUVIAIS NO PROLONGAMENTO DA AV. ALARICO SILVEIRA CONFORME CONVENIO FIRMADO ENTRE O ESTADO DE SÃO PAULO POR MEIO DA SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE (FUNDO ESTADUAL DE RECURSOS HÍDRICOS (FEHIDRO)  E O MUNICÍPIO DE RUBIÁCEA ATRAVÉS DO  CONTRATO FEHIDRO N° 003/2020
Rubiácea;Em execução  no prazo;MUNICIPAL;130097,3;KIZA PRESTACAO DE SERVICOS DE CONSTRUCAO E LIMPEZA URBANA LTDA;07.078.354/000106;PREFEITURA MUNICIPAL DE RUBIÁCEA;2018;DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE OBRAS E SERVIÇOS DE ENGENHARIA POR EMPREITADA GLOBAL PARA EXECUÇÃO DE OBRAS PARA RETOMADA DA OBRA CENTRO COMUNITÁRIO ATRAVÉS DO CONVÊNIO 668/2014 LOCALIZADA NA RUA FRANCISCO DE PAULA LEITE NOGUEIRA
Rubinéia;Em execução  no prazo;MUNICIPAL;232283,38;ENGEPLAN TERRAPLENAGEM CONSTRUCAO CIVIL E PAVIMENTACAO LTDA;03.950.480/000140;PREFEITURA MUNICIPAL DE RUBINÉIA;2018;CONTRATAÇÃO DE EMPRESA VISANDO À EXECUÇÃO DE OBRA DE CONSTRUÇÃO DE CENTRO COMUNITÁRIO NO CONJUNTO HABITACIONAL RECANTO DOS POETAS  RUBINÉIA C DE ACORDO COM O TERMO DE CONVÊNIO SH Nº198822/2.018 PLANO DE TRABALHO APROVADO PELA SECRETARIA DA HABITAÇÃO E DEMAIS DOCUMENTOS RELACIONADOS NO ANEXO I (PLANO DE TRABALHO) COM FORNECIMENTO DE MATERIAIS/EQUIPAMENTOS E MÃO DE OBRA CONFORME MEMORIAL DESCRITIVO PLANILHA ORÇAMENTÁRIA CRONOGRAMA FÍSICO FINANCEIRO QUADRO DE COMPOSIÇÃO DO BDI E PROJETOS.
Rubinéia;Em execução  no prazo;MUNICIPAL;383778,72;TRANSPORTES E CONSTRUTORA OLIVEIRA LTDA;16.979.307/000116;PREFEITURA MUNICIPAL DE RUBINÉIA;2018;CONTRATAÇÃO DE EMPRESA VISANDO À EXECUÇÃO DE OBRAS DE REVITALIZAÇÃO NA AVENIDA GUIMARÃES ROSA AVENIDA VINICIUS DE MORAES E PARTE DA AVENIDA MACHADO DE ASSIS COM FORNECIMENTO DE MATERIAL/EQUIPAMENTOS E MÃO DE OBRA.
Sabino;Em execução  no prazo;MUNICIPAL;1071550,99;AGUIA LICITACOES E NEGOCIOS LTDA;36.445.557/000183;PREFEITURA MUNICIPAL DE SABINO;2022;CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE DRENAGEM URBANA CONFORME PLANILHA CRONOGRAMA MEMORIAL PROJETO E DEMAIS DOCUMENTOS QUE INTEGRAM O PROCESSO LICITATÓRIO EM REFERÊNCIA.
Sagres;Em execução  no prazo;MUNICIPAL;185500;ESTEVES & GRIGOLLI ENGENHARIA LTDA;34.366.321/000126;PREFEITURA MUNICIPAL DE SAGRES;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE REFORMA DA PISCINA DO MUNICÍPIO DE SAGRES/SP EM CONFORMIDADE COM O TERMO DE CONVÊNIO N 000682/2022.
Sagres;Em execução  no prazo;MUNICIPAL;402895,37;C.E.P CONSTRUTORA E ENGENHARIA LTDA;48.244.673/000113;PREFEITURA MUNICIPAL DE SAGRES;2024;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REFORMA E AMPLIAÇÃO DO VELÓRIO DO MUNICÍPIO DE SAGRES/SP EM CONFORMIDADE COM O TERMO DE CONVÊNIO N 102813/2023.
Sagres;Em execução  no prazo;MUNICIPAL;124496,4;COMPANY CONSTRUCAO E COMERCIO LTDA;19.136.873/000154;PREFEITURA MUNICIPAL DE SAGRES;2023;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA AMPLIAÇÃO DA PISTA DE CAMINHADA NA VICINAL PREFEITO JOSÉ ADEMIR PIVA EM CONFORMIDADE COM O TERMO DE CONVÊNIO N 101873/2022 COM FORNECIMENTO DE MATERIAIS E MÃO DE OBRA CONFORME PROJETO MEMORIAL DESCRITIVO MEMÓRIA DE CÁLCULO PLANILHA ORÇAMENTÁRIA E CRONOGRAMA FÍSICOFINANCEIRO ANEXOS AO PRESENTE EDITAL.
Sagres;Em execução  no prazo;MUNICIPAL;297779,19;NOROESTE PAULISTA CONSTRUTORA LTDA;37.441.846/000177;PREFEITURA MUNICIPAL DE SAGRES;2023;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REFORMA DA CRECHE MUNICIPAL PRÓINFÂNCIA TIPO B COM FORNECIMENTO DE MATERIAIS E MÃO DE OBRA CONFORME PROJETO MEMORIAL DESCRITIVO PLANILHA ORÇAMENTÁRIA E CRONOGRAMA FÍSICOFINANCEIRO CONFORME AS ESPECIFICAÇÕES E CONDIÇÕES ESTABELECIDAS NESTE EDITAL E SEUS ANEXOS.
Sagres;Em execução  no prazo;MUNICIPAL;330000;MARCO ANTONIO FERREIRA LIMA ELETRICA;28.939.549/000165;PREFEITURA MUNICIPAL DE SAGRES;2022;CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DOS SERVIÇOS DE INSTALAÇÃO DE UM SISTEMA DE GERAÇÃO FOTOVOLTAICA.
Sagres;Em execução  no prazo;MUNICIPAL;986004,24;ECOPONTES  SISTEMAS ESTRUTURAIS SUSTENTAVEIS LTDA;13.613.420/000195;PREFEITURA MUNICIPAL DE SAGRES;2021;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DE PONTE MISTA DE AÇO E CONCRETO ARMADO SOBRE O RIO CANGUÇU BAIRRO CASA AMARELA NA ESTRADA SAG  215 CONFORME O TERMO DE CONVÊNIO N CMIL  039/630/2021.
Sales;Em execução  no prazo;MUNICIPAL;276678,86;GABRIEL PINDANGA DIAS;23.672.668/000180;PREFEITURA MUNICIPAL DE SALES;2021;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA QUE ATUEM EM ATIVIDADE ECONÔMICA COMPATÍVEL COM O OBJETO COM FORNECIMENTO DE MATERIAL E MÃO DE OBRA PARA CONSTRUÇÃO DE 02 (DUAS) SALAS DE AULA UM BANHEIRO E AMPLIAÇÃO DO CORREDOR DA CRECHE ESCOLA PROFESSOR OSVALDO RODRIGUES ESTRELA CONFORME DISPOSTO EM EDITAL E SEUS ANEXOS
Sales;Em execução  no prazo;MUNICIPAL;338828,09;CONSTRUTORA MOLINA JOSE BONIFACIO LTDA;03.067.125/000127;PREFEITURA MUNICIPAL DE SALES;2021;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA QUE ATUEM EM ATIVIDADE ECONÔMICA COMPATÍVEL COM O OBJETO COM FORNECIMENTO DE MATERIAL E MÃO DE OBRA PARA REFORMA E ADEQUAÇÃO DA ESCOLA MUNICIPAL CLORINDA MORANO CARVALHO CONFORME DISPOSTO EM EDITAL E SEUS ANEXOS
Sales;Em execução  no prazo;MUNICIPAL;76474,4;AGUIA LICITACOES E NEGOCIOS LTDA;36.445.557/000183;PREFEITURA MUNICIPAL DE SALES;2021;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA QUE ATUEM EM ATIVIDADE ECONÔMICA COMPATÍVEL COM O OBJETO COM FORNECIMENTO DE MATERIAL E MÃO DE OBRA PARA REFORMA EM PRÉDIO DA COZINHA PILOTO CONFORME DISPOSTO EM EDITAL E SEUS ANEXOS
Sales;Em execução  no prazo;MUNICIPAL;212114,32;C.C.M. EDIFICACOES LTDA;10.749.021/000168;PREFEITURA MUNICIPAL DE SALES;2020;CONTRATAÇÃO DE EMPRESA(S) ESPECIALIZADA(S) QUE ATUEM EM ATIVIDADE ECONÔMICA COMPATÍVEL COM O OBJETO PARA EXECUÇÃO DA OBRA DE CONSTRUÇÃO DE GALPÃO CONFORME CONVÊNIO Nº 072/2020 FIRMADO COM A SECRETARIA DE DESENVOLVIMENTO REGIONAL (SUBSECRETARIA DE CONVÊNIOS COM MUNICÍPIOS E ENTIDADES NÃO GOVERNAMENTAIS) E A PREFEITURA MUNICIPAL DE SALES CONFORME DISPOSTO EM EDITAL E SEUS ANEXOS.
Sales;Em execução  no prazo;MUNICIPAL;179625,89;J K M CONSTRUTORA DE SALES LTDA;17.489.321/000102;PREFEITURA MUNICIPAL DE SALES;2018;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA COM FORNECIMENTO DE MATERIAL E MÃO DE OBRA NA EXECUÇÃO DA OBRA DE VALORIZAÇÃO TURÍSTICA E REVITALIZAÇÃO DA PRAÇA DA MATRIZ           JOÃO FLORÊNCIO PEREIRA CONSTRUÇÃO DE SANITÁRIO MASCULINO E FEMININO CONVÊNIO Nº. 100/18   FIRMADO ENTRE O GOVERNO DO ESTADO DE SÃO PAULO  SECRETARIA DE TURISMO E A PREFEITURA MUNICIPAL DE SALES CONFORME EDITAL E SEUS ANEXOS.
Sales;Em execução  no prazo;MUNICIPAL;208190,99;JKM CONSTRUTORA DE SALES;78517974891;PREFEITURA MUNICIPAL DE SALES;2018;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA COM FORNECIMENTO DE MATERIAL E MÃO DE OBRA PARA A CONSTRUÇÃO DE GALPÃO.
Sales;Em execução  no prazo;MUNICIPAL;52708,27;BIOCYCLUS INDUSTRIA E COMERCIO DE ASFALTO LTDA;08.811.617/000107;PREFEITURA MUNICIPAL DE SALES;2018;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE RECAPEAMENTO ASFÁLTICO NA AVENIDA SEBASTIÃO BATISTA SIQUEIRA.
Sales;Em execução  no prazo;MUNICIPAL;99016,4;C & M CONSTRUTORA UCHOA LTDA;12.011.263/000185;PREFEITURA MUNICIPAL DE SALES;2018;CONTRATAÇÃO DA EMPRESA NA REFORMA DO PRÉDIO DA ESCOLA CLORINDA MORANO CARVALHO.
Sales Oliveira;Em execução  no prazo;MUNICIPAL;145623,54;CEZAR AUGUSTO POLONI JUNIOR;35.080.374/000149;PREFEITURA MUNICIPAL DE SALES OLIVEIRA;2020;TOMADA DE PREÇOS PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A EXECUÇÃO DE REFORMA DO POSTO DE SAÚDE DA FAMÍLIA I (PSF DAS MANGUEIRAS).
Sales Oliveira;Em execução  no prazo;MUNICIPAL;299256,63;CONSTRUTAB CONSTRUCOES E SERVICOS EIRELI;13.118.652/000177;PREFEITURA MUNICIPAL DE SALES OLIVEIRA;2019;PROCESSO LICITATÓRIO PARA CONTRATAÇÃO DE EMPRESA  ESPECIALIZADA PARA CONSTRUÇÃO DA QUADRA POLIESPORTIVA COBERTA  ESQUINA COM RUA PROF. RENATO MACEDO LORATO E RUA JOSÉ VILELA NUNES SOBRINHO  JARDIM PARAÍSO
Sales Oliveira;Paralisada;MUNICIPAL;413285,34;LEGATTO CONSTRUTORA LTDA;24.490.730/000186;PREFEITURA MUNICIPAL DE SALES OLIVEIRA;2019;TOMADA DE PREÇOS PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A EXECUÇÃO DE OBRAS DE REVITALIZAÇÃO DO PARQUE MUNICIPAL DE EVENTOS.
Salesópolis;Em execução  no prazo;MUNICIPAL;6153535,95;RENOV PAVIMENTACAO E CONSTRUCOES LTDA;10.277.133/000163;PREFEITURA MUNICIPAL DE SALESOPOLIS;2024;CONTRATAÇÃO DE EMPRESA PARA INFRAESTRUTURA NA ESTRADA DA APARECIDA ESTRADA DOS MORAES ESTRADA DA PEDRA  RAJADA RUA EXPEDICIONÁRIO BENEDITO DA FONSECA E RUA PREFEITO DIOLINDO CARLOS.
Salesópolis;Em execução  no prazo;MUNICIPAL;1241425,13;ARS CONSTRUCOES E SERVICOS LTDA;39.751.472/000111;PREFEITURA MUNICIPAL DE SALESOPOLIS;2024;PAVIMENTAÇÃO ASFÁLTICA EM TRECHO DA ESTRADA RAMAL 3 MUNIZ (ESTRADA DO BRACAIÁ) TRECHO DA ESTRADA DOS CARDOSO RECAPEAMENTO ASFÁLTICO NA RUA OSÓRIO LOPES DA SILVA E RECAPEAMENTO ASFÁLTICO NO ESTACIONAMENTO DA SANTA CASA FREDERICO OZANAN.
Salesópolis;Em execução  no prazo;MUNICIPAL;5308411,48;TROPICO CONSTRUTORA E INCORPORADORA LTDA;49.049.695/000195;PREFEITURA MUNICIPAL DE SALESOPOLIS;2024;CONSTRUÇÃO DE MIRANTE COM DECK LANCHONETE PRAÇA DE EVENTOS E ESTACIONAMENTO  1ª ETAPA
Salesópolis;Em execução  atrasada;MUNICIPAL;1751457,95;GO EXPERIENCE CWB LOCACAO DE EQUIPAMENTOS PARA ENTRETENIMENTO LTDA;07.146.466/000149;PREFEITURA MUNICIPAL DE SALESOPOLIS;2023;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A EXECUÇÃO DA OBRA DE CONSTRUÇÃO DE TIROLESA NO PARQUE PINHEIRINHO.
Salmourão;Em execução  no prazo;MUNICIPAL;124542,85;LAGFEM SOLUCOES EMPRESARIAS LTDA;26.851.425/000106;PREFEITURA MUNICIPAL DE SALMOURÃO;2020;CONSTRUÇÃO DE ACADEMIA DA SAÚDE LOCALIZADA NA RUA JOSÉ COLATO REFERENTE AO PROCESSO 12401.6580001/18 CONVÊNIO CELEBRADO ENTRE O MINISTÉRIO DA SAÚDE E A PREFEITURA MUNICIPAL DE SALMOURÃO.
Salmourão;Em execução  no prazo;MUNICIPAL;59827,78;COMPANY CONSTRUCAO E COMERCIO LTDA;19.136.873/000154;PREFEITURA MUNICIPAL DE SALMOURÃO;2019;CONTRATAÇÃO DE EMPRESA  ESPECIALIZADA PARA REFORMA DO CENTRO DE SAÚDE DE SALMOURÃO/SP LOCALIZADO NA RUA BARTOLOMEU BUENO N45 LOTES N02 E 03 QUADRA 03 CENTRO SALMOURÃO/SP REFERENTE AO CONVÊNIO N1513/2018 CELEBRADO ENTRE A SECRETARIA DE ESTADO DA SAÚDE E A PREFEITURA MUNICIPAL DE SALMOURAO
Salmourão;Em execução  no prazo;MUNICIPAL;140200;J A FERRAZ DO NASCIMENTO ENGENHARIA;30.754.264/000100;PREFEITURA MUNICIPAL DE SALMOURÃO;2019;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO RAMO DE ENGENHARIA PARA CONCLUSÃO DO CENTRO DE CONVIVÊNCIA DO IDOSO
Salmourão;Em execução  no prazo;MUNICIPAL;94642,31;VIAMARI ENGENHARIA E CONSTRUCOES LTDA;15.472.488/000127;PREFEITURA MUNICIPAL DE SALMOURÃO;2019;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO RAMO DE ENGENHARIA PARA EXECUÇÃO DE 3.57688 M² DE RECAPEAMENTO ASFÁLTICO COM A UTILIZAÇÃO DE REVESTIMENTO DO TIPO CBUQ  30 CM EM VIAS URBANAS DO MUNICÍPIO DE SALMOURÃO.
Saltinho;Em execução  no prazo;MUNICIPAL;39946,95;CONSTRUTORA E PAVIMENTADORA CONCIVI LTDA.;02.487.442/000130;PREFEITURA MUNICIPAL DE SALTINHO;2025;
Saltinho;Em execução  no prazo;MUNICIPAL;4135000;WISDOM  CONSTRUTORA E MONTAGEM LTDA;05.300.279/000142;PREFEITURA MUNICIPAL DE SALTINHO;2024;CONTRATAÇÃO DE PERSONALIDADE JURÍDICA PARA EXECUÇÃO DE OBRAS E SERVIÇOS DE ENGENHARIA VISANDO A CONSTRUÇÃO DE UM PRÉDIO QUE IRÁ ABRIGAR UMA CRECHE PADRÃO FDE NA RUA MARIO CESTARIOLI RESIDENCIAL VIRGÍNIA POR EMPREITADA E PREÇO GLOBAL COM FORNECIMENTO DE MATERIAIS MÃO DE OBRA E EQUIPAMENTOS NECESSÁRIOS CONFORME PROJETO EXECUTIVO PLANILHA ORÇAMENTÁRIA CRONOGRAMA FINANCEIRO E MEMORIAL EM ANEXO.
Saltinho;Em execução  no prazo;MUNICIPAL;1156397,36;WISDOM  CONSTRUTORA E MONTAGEM LTDA;05.300.279/000142;PREFEITURA MUNICIPAL DE SALTINHO;2023;CONTRATAÇÃO DE EMPRESA DE ENGENHARIA COM PERSONALIDADE JURÍDICA DEVIDAMENTE CONSTITUÍDA PARA EXECUTAR OBRAS E SERVIÇOS DE CONSTRUÇÃO DE UM PRÉDIO PARA ABRIGAR A UNIDADE DE SAÚDE DA FAMÍLIA NA RUA ANTÔNIO SETEM BAIRRO NOSSA SENHORA APARECIDA II SALTINHO/SP COM UMA EDIFICAÇÃO DE 224.19 M² DOTADA DE ACESSIBILIDADE POR EMPREITADA E PREÇO GLOBAL COM FORNECIMENTO DE MATERIAIS MÃO DE OBRA E EQUIPAMENTOS NECESSÁRIOS.
Saltinho;Em execução  no prazo;MUNICIPAL;489924,2;PROJECON PROJETOS E CONSTRUCAO CIVIL PIRACICABA LTDA;00.167.424/000145;PREFEITURA MUNICIPAL DE SALTINHO;2021;CONTRATAÇÃO DE EMPRESA DE ENGENHARIA COM PERSONALIDADE JURÍDICA DEVIDAMENTE CONSTITUÍDA PARA EXECUTAR OBRAS E SERVIÇOS DE CONSTRUÇÃO DE UM PRÉDIO PARA ABRIGAR O CRAS  CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL A RUA JOSÉ TORREZAN JARDIM TORREZAN SALTINHO/SP POR EMPREITADA E PREÇO GLOBAL COM FORNECIMENTO DE MATERIAIS MÃO DE OBRA E EQUIPAMENTOS NECESSÁRIOS.
Saltinho;Em execução  no prazo;MUNICIPAL;495571,97;PROJECON PROJETOS E CONSTRUCAO CIVIL PIRACICABA LTDA;00.167.424/000145;PREFEITURA MUNICIPAL DE SALTINHO;2021;CONTRATAÇÃO DE EMPRESA DE ENGENHARIA COM PERSONALIDADE JURÍDICA DEVIDAMENTE CONSTITUÍDA PARA EXECUTAR OBRAS E SERVIÇOS DE INFRAESTRUTURA URBANA ATRAVÉS DA CONSTRUÇÃO DE SISTEMA DE DRENAGEM DE ÁGUAS PLUVIAIS COM A RECOMPOSIÇÃO DO PAVIMENTO EM FORMA DE RECAPEAMENTO ASFÁLTICO NA RUA LUIZ BORTOLETO (JARDIM VITÓRIA) COM INTERVENÇÃO NA RUA FERMIANO RODRIGUES DA SILVA; RUA SÃO FRANCISCO XAVIER (JARDIM NOVA COLINA) COM INTERVENÇÃO NAS RUAS FREI VERGÍLIO BREGUSSO E SIMON BOLÍVAR EM SALTINHO/SP POR EMPREITADA E PREÇO GLOBAL COM FORNECIMENTO DE MATERIAIS MÃO DE OBRA E EQUIPAMENTOS NECESSÁRIOS.
Salto;Paralisada;MUNICIPAL;101693551,33;CONSORCIO GIDP BARRAGEM DO PIRAI;49.601.283/000116;CONSORCIO INTERMUNICIPAL DO RIBEIRAO DO PIRAI;2023;EXECUÇÃO DA BARRAGEM DO RIBEIRÃO PIRAÍ ETAPA 1 MUNICÍPIO DE SALTO ESTADO DE SÃO PAULO CONFORME AS ESPECIFICAÇÕES TÉCNICAS CONSTANTES DO PROJETO EXECUTIVO DA PROPOSTA DA CONTRATADA E DEMAIS DOCUMENTOS CONSTANTES DO PROCESSO ADMINISTRATIVO EM EPÍGRAFE OBSERVADAS AS NORMAS TÉCNICAS DA ABNT.
Salto;Em execução  no prazo;MUNICIPAL;172000;PROMAPE CONSTRUCOES E SERVICOS LTDA;11.738.859/000119;PREFEITURA MUNICIPAL DE SALTO;2024;CONTRATACAO DE PESSOA JURIDICA PARA EXECUCAO DE SERVICOS DE REFORMA DESCRITO NESTE TERMO PARA REFORMA NAS NOVAS INSTALACOES DO A M I ENDERECO: RUA HOLANDA S N JD CELANI CEP 13326 150 SALTO SP CONFORME CRONOGRAMA FINANCEIRO E MEMORIAL DESCRITIVO A CARGO DA SECRETARIA DA SAUDE PARA ATENDER EMENDA IMPOSITIVA DO VEREADOR HENRIQUE BALSEIROS
Salto;Em execução  no prazo;MUNICIPAL;2544999,95;AGUA FORTE SANEAMENTO AMBIENTAL LTDA;15.049.409/000170;PREFEITURA MUNICIPAL DE SALTO;2024;CONTRATACAO DE EMPRESA ESPECIALIZADA NA EXECUCAO DE SERVICOS DE IMPLANTACAO DA NOVA ADUTORA QUE REALIZARA A CONDUCAO DE AGUA TRATADA ENTRE O CENTRO DE RESERVACAO CIDADE E CENTRO DE RESERVACAO SANTA CRUZ QUE SE LOCALIZARA ENTRE A AV HILARIO FERRARI E AV PRINCESA ISABEL COM O FORNECIMENTO DE MAO DE OBRA COMPONENTES MATERIAIS TRANSPORTES E EQUIPAMENTOS NECESSARIOS AO PARA CUMPRIMENTO DO OBJETO DE ACORDO MEMORIAL DESCRITIVO PLANILHA ORCAMENTARIA CRONOGRAMA FISICO FINANCEIRO PERFIL TOPOGRAFICO E PROJETO A CARGO DA SECRETARIA DE ADMINISTRACAO E GOVERNO DIGITAL
Salto;Em execução  no prazo;MUNICIPAL;4714598,33;CRM CONSTRUTORA LTDA.;10.546.785/000156;PREFEITURA MUNICIPAL DE SALTO;2024;CONTRATACAO DE PESSOA JURIDICA PARA EXECUCAO DE OBRA PARA CONSTRUCAO DO MUSEU DA AGUA NA AREA INSTITUCIONAL 1  LOCALIZADA NA AVENIDA JOSE MARIA MARQUES DE OLIVEIRA PORTAL DOS BANDEIRANTES NO MUNICIPIO DE SALTO SP COM O FORNECIMENTO DE TODO MATERIAL MAO DE OBRA E EQUIPAMENTOS NECESSARIOS A REALIZACAO DO OBJETO DE ACORDO COM O MEMORIAL DESCRITIVO CRONOGRAMA FISICO FINANCEIRO PLANILHA ORCAMENTARIA E OS PROJETOS ANEXOS AO EDITAL A CARGO DA SECRETARIA DE ADMINISTRACAO E GOVERNO DIGITAL
Salto;Paralisada;MUNICIPAL;10059682,01;DNP  TERRAPLENAGEM E PAVIMENTADORA FORESTO LTDA.;57.623.761/000117;PREFEITURA MUNICIPAL DE SALTO;2023;CONTRATACAO DE PESSOA JURIDICA DESTINADO A EXECUCAO DE OBRAS DE PAVIMENTACAO E RECAPEAMENTO DE DIVERSAS RUAS DOS SEGUINTES BAIRROS: JD BURU JD JOAO JABOUR JD SANTA EDWIRGES JD MARILIA JD SANTA CRUZ PQ RESIDENCIAL RONDON JD CIDADE B SALTO DE SAO JOSE JD DONALISIO JD SANTA LUCIA E JD BELA VISTA EM SALTO SP COM O FORNECIMENTO DE TODO MATERIAL MAO DE OBRA E EQUIPAMENTOS NECESSARIOS PARA REALIZACAO DOS SERVICOS DE ACORDO COM MEMORIAL DESCRITIVO CRONOGRAMA FISICO FINANCEIRO PLANILHA ORCAMENTARIA E PROJETOS ANEXOS AO EDITAL A CARGO DA SECRETARIA DE ADMINISTRACAO E GOVERNO DIGITAL
Salto;Em execução  no prazo;MUNICIPAL;3992705,43;CONSTRUDAHER CONSTRUCOES E SERVICOS LTDA;03.802.330/000199;PREFEITURA MUNICIPAL DE SALTO;2023;CONTRATACAO DE PESSOA JURIDICA PARA EXECUCAO DE SERVICOS DE CONSTRUCAO REMANESCENTE DA UNIDADE DE EDUCACAO INFANTIL RESIDENCIAL PARQUE LAGUNA SITUADO A AVENIDA PONTES DE MIRANDA N 130 NO BAIRRO RESIDENCIAL LAGUNA SALTO SP COM O FORNECIMENTO DE TODO MATERIAL MAO DE OBRA E EQUIPAMENTOS NECESSARIOS DE ACORDO COM O MEMORIAL DESCRITIVO CRONOGRAMA FISICO FINANCEIRO PLANILHA ORCAMENTARIA E PROJETOS ANEXOS AO EDITAL A CARGO DA SECRETARIA DE EDUCACAO
Salto;Paralisada;MUNICIPAL;1249373,92;JHD CONSTRUCOES E COMERCIO LTDA;69.182.996/000108;PREFEITURA MUNICIPAL DE SALTO;2023;SERVIÇOS DE CONSTRUÇÃO DE COBERTURA DA QUADRA PADRÃO FDE ALMA CHEIA NA ESCOLA ESTADUAL NAZARENA CORREIA SITUADA À RUA SÃO TIAGO N.º 82 JARDIM SÃO JUDAS TADEU NO MUNICÍPIO DE SALTO/SP COM O FORNECIMENTO DE TODO MATERIAL MÃO DE OBRA E EQUIPAMENTOS NECESSÁRIOS A CARGO DA SECRETARIA DE EDUCAÇÃO.
